"Notes","Year","Year Code","Month","Month Code","ICD Chapter","ICD Chapter Code",Deaths,Population,Crude Rate
,"2000","2000","Feb., 2000","2000/02","Diseases of the circulatory system","I00-I99",81001,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Diseases of the respiratory system","J00-J98",22245,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Diseases of the digestive system","K00-K92",7080,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Diseases of the skin and subcutaneous tissue","L00-L98",318,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Diseases of the musculoskeletal system and connective tissue","M00-M99",1187,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Diseases of the genitourinary system","N00-N98",4635,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Pregnancy, childbirth and the puerperium","O00-O99",30,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Certain conditions originating in the perinatal period","P00-P96",1076,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",905,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2442,Not Applicable,Not Applicable
,"2000","2000","Feb., 2000","2000/02","External causes of morbidity and mortality","V01-Y89",11366,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Certain infectious and parasitic diseases","A00-B99",4985,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Neoplasms","C00-D48",47165,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",813,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Endocrine, nutritional and metabolic diseases","E00-E88",8034,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Mental and behavioural disorders","F01-F99",3791,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the nervous system","G00-G98",7368,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the circulatory system","I00-I99",80038,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the respiratory system","J00-J98",20027,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the digestive system","K00-K92",7053,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the skin and subcutaneous tissue","L00-L98",316,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the musculoskeletal system and connective tissue","M00-M99",1146,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Diseases of the genitourinary system","N00-N98",4542,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Pregnancy, childbirth and the puerperium","O00-O99",34,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Certain conditions originating in the perinatal period","P00-P96",1198,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",915,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2363,Not Applicable,Not Applicable
,"2000","2000","Mar., 2000","2000/03","External causes of morbidity and mortality","V01-Y89",12040,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Certain infectious and parasitic diseases","A00-B99",4676,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Neoplasms","C00-D48",45593,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",715,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Endocrine, nutritional and metabolic diseases","E00-E88",7441,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Mental and behavioural disorders","F01-F99",3570,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the nervous system","G00-G98",6824,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the ear and mastoid process","H60-H93",10,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the circulatory system","I00-I99",75220,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the respiratory system","J00-J98",17801,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the digestive system","K00-K92",6523,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the skin and subcutaneous tissue","L00-L98",283,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the musculoskeletal system and connective tissue","M00-M99",1061,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Diseases of the genitourinary system","N00-N98",4087,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Pregnancy, childbirth and the puerperium","O00-O99",26,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Certain conditions originating in the perinatal period","P00-P96",1206,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",879,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2289,Not Applicable,Not Applicable
,"2000","2000","Apr., 2000","2000/04","External causes of morbidity and mortality","V01-Y89",12220,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Certain infectious and parasitic diseases","A00-B99",4646,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Neoplasms","C00-D48",47156,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",745,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Endocrine, nutritional and metabolic diseases","E00-E88",7415,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Mental and behavioural disorders","F01-F99",3403,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the nervous system","G00-G98",7018,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the circulatory system","I00-I99",75624,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the respiratory system","J00-J98",17005,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the digestive system","K00-K92",6894,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the skin and subcutaneous tissue","L00-L98",322,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the musculoskeletal system and connective tissue","M00-M99",1102,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Diseases of the genitourinary system","N00-N98",4245,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Pregnancy, childbirth and the puerperium","O00-O99",34,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Certain conditions originating in the perinatal period","P00-P96",1241,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",818,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2310,Not Applicable,Not Applicable
,"2000","2000","May, 2000","2000/05","External causes of morbidity and mortality","V01-Y89",13126,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Certain infectious and parasitic diseases","A00-B99",4471,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Neoplasms","C00-D48",45512,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",733,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Endocrine, nutritional and metabolic diseases","E00-E88",7127,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Mental and behavioural disorders","F01-F99",3079,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the nervous system","G00-G98",6214,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the circulatory system","I00-I99",70425,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the respiratory system","J00-J98",16196,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the digestive system","K00-K92",6666,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the skin and subcutaneous tissue","L00-L98",278,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the musculoskeletal system and connective tissue","M00-M99",1060,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Diseases of the genitourinary system","N00-N98",4143,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Certain conditions originating in the perinatal period","P00-P96",1236,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",927,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2200,Not Applicable,Not Applicable
,"2000","2000","Jun., 2000","2000/06","External causes of morbidity and mortality","V01-Y89",12809,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Certain infectious and parasitic diseases","A00-B99",4534,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Neoplasms","C00-D48",47020,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",711,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Endocrine, nutritional and metabolic diseases","E00-E88",7116,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Mental and behavioural disorders","F01-F99",3400,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the nervous system","G00-G98",6811,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the circulatory system","I00-I99",72224,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the respiratory system","J00-J98",15998,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the digestive system","K00-K92",6721,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the skin and subcutaneous tissue","L00-L98",279,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the musculoskeletal system and connective tissue","M00-M99",1008,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Diseases of the genitourinary system","N00-N98",4260,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Pregnancy, childbirth and the puerperium","O00-O99",43,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Certain conditions originating in the perinatal period","P00-P96",1133,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",853,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2712,Not Applicable,Not Applicable
,"2000","2000","Jul., 2000","2000/07","External causes of morbidity and mortality","V01-Y89",13733,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Certain infectious and parasitic diseases","A00-B99",4608,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Neoplasms","C00-D48",47841,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",760,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Endocrine, nutritional and metabolic diseases","E00-E88",7220,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Mental and behavioural disorders","F01-F99",3345,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the nervous system","G00-G98",6810,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the circulatory system","I00-I99",72023,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the respiratory system","J00-J98",15700,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the digestive system","K00-K92",6672,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the skin and subcutaneous tissue","L00-L98",294,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the musculoskeletal system and connective tissue","M00-M99",1087,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Diseases of the genitourinary system","N00-N98",4217,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Pregnancy, childbirth and the puerperium","O00-O99",29,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Certain conditions originating in the perinatal period","P00-P96",1167,Not Applicable,Not Applicable
,"2000","2000","Aug., 2000","2000/08","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",858,Not Applicable,Not Applicable
